 variables = x , y ,z
 zone i=         20j=         20k=      20.000000
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
        1.000000        1.000000    7.142857E-03
        1.000000        1.000000    6.250000E-03
        1.000000        1.000000    5.555556E-03
        1.000000        1.000000    5.000000E-03
        1.000000        1.000000    4.545454E-03
        1.000000        1.000000    4.166667E-03
        1.000000        1.000000    3.846154E-03
        1.000000        1.000000    3.571429E-03
        1.000000        1.000000    3.333333E-03
        1.000000        1.000000    3.125000E-03
        1.000000        1.000000    2.941177E-03
        1.000000        1.000000    2.777778E-03
        1.000000        1.000000    2.631579E-03
        1.000000        1.000000    2.500000E-03
        1.000000        1.000000    5.000000E-02
        1.000000        1.000000    2.500000E-02
        1.000000        1.000000    1.666667E-02
        1.000000        1.000000    1.250000E-02
        1.000000        1.000000    1.000000E-02
        1.000000        1.000000    8.333334E-03
