 variables = x , y 
 zone N=100,E=162, F= FEPOINT, ET= TRIANGLE
    0.000000E+00    0.000000E+00
    1.111111E-01    0.000000E+00
    2.222222E-01    0.000000E+00
    3.333333E-01    0.000000E+00
    4.444444E-01    0.000000E+00
    5.555556E-01    0.000000E+00
    6.666667E-01    0.000000E+00
    7.777778E-01    0.000000E+00
    8.888889E-01    0.000000E+00
        1.000000    0.000000E+00
    0.000000E+00    1.111111E-01
    1.111111E-01    1.111111E-01
    2.222222E-01    1.111111E-01
    3.333333E-01    1.111111E-01
    4.444444E-01    1.111111E-01
    5.555556E-01    1.111111E-01
    6.666667E-01    1.111111E-01
    7.777778E-01    1.111111E-01
    8.888889E-01    1.111111E-01
        1.000000    1.111111E-01
    0.000000E+00    2.222222E-01
    1.111111E-01    2.222222E-01
    2.222222E-01    2.222222E-01
    3.333333E-01    2.222222E-01
    4.444444E-01    2.222222E-01
    5.555556E-01    2.222222E-01
    6.666667E-01    2.222222E-01
    7.777778E-01    2.222222E-01
    8.888889E-01    2.222222E-01
        1.000000    2.222222E-01
    0.000000E+00    3.333333E-01
    1.111111E-01    3.333333E-01
    2.222222E-01    3.333333E-01
    3.333333E-01    3.333333E-01
    4.444444E-01    3.333333E-01
    5.555556E-01    3.333333E-01
    6.666667E-01    3.333333E-01
    7.777778E-01    3.333333E-01
    8.888889E-01    3.333333E-01
        1.000000    3.333333E-01
    0.000000E+00    4.444444E-01
    1.111111E-01    4.444444E-01
    2.222222E-01    4.444444E-01
    3.333333E-01    4.444444E-01
    4.444444E-01    4.444444E-01
    5.555556E-01    4.444444E-01
    6.666667E-01    4.444444E-01
    7.777778E-01    4.444444E-01
    8.888889E-01    4.444444E-01
        1.000000    4.444444E-01
    0.000000E+00    5.555556E-01
    1.111111E-01    5.555556E-01
    2.222222E-01    5.555556E-01
    3.333333E-01    5.555556E-01
    4.444444E-01    5.555556E-01
    5.555556E-01    5.555556E-01
    6.666667E-01    5.555556E-01
    7.777778E-01    5.555556E-01
    8.888889E-01    5.555556E-01
        1.000000    5.555556E-01
    0.000000E+00    6.666667E-01
    1.111111E-01    6.666667E-01
    2.222222E-01    6.666667E-01
    3.333333E-01    6.666667E-01
    4.444444E-01    6.666667E-01
    5.555556E-01    6.666667E-01
    6.666667E-01    6.666667E-01
    7.777778E-01    6.666667E-01
    8.888889E-01    6.666667E-01
        1.000000    6.666667E-01
    0.000000E+00    7.777778E-01
    1.111111E-01    7.777778E-01
    2.222222E-01    7.777778E-01
    3.333333E-01    7.777778E-01
    4.444444E-01    7.777778E-01
    5.555556E-01    7.777778E-01
    6.666667E-01    7.777778E-01
    7.777778E-01    7.777778E-01
    8.888889E-01    7.777778E-01
        1.000000    7.777778E-01
    0.000000E+00    8.888889E-01
    1.111111E-01    8.888889E-01
    2.222222E-01    8.888889E-01
    3.333333E-01    8.888889E-01
    4.444444E-01    8.888889E-01
    5.555556E-01    8.888889E-01
    6.666667E-01    8.888889E-01
    7.777778E-01    8.888889E-01
    8.888889E-01    8.888889E-01
        1.000000    8.888889E-01
    0.000000E+00        1.000000
    1.111111E-01        1.000000
    2.222222E-01        1.000000
    3.333333E-01        1.000000
    4.444444E-01        1.000000
    5.555556E-01        1.000000
    6.666667E-01        1.000000
    7.777778E-01        1.000000
    8.888889E-01        1.000000
        1.000000        1.000000
           1           2          12
           1          12          11
           2           3          13
           2          13          12
           3           4          14
           3          14          13
           4           5          15
           4          15          14
           5           6          16
           5          16          15
           6           7          17
           6          17          16
           7           8          18
           7          18          17
           8           9          19
           8          19          18
           9          10          20
           9          20          19
          11          12          22
          11          22          21
          12          13          23
          12          23          22
          13          14          24
          13          24          23
          14          15          25
          14          25          24
          15          16          26
          15          26          25
          16          17          27
          16          27          26
          17          18          28
          17          28          27
          18          19          29
          18          29          28
          19          20          30
          19          30          29
          21          22          32
          21          32          31
          22          23          33
          22          33          32
          23          24          34
          23          34          33
          24          25          35
          24          35          34
          25          26          36
          25          36          35
          26          27          37
          26          37          36
          27          28          38
          27          38          37
          28          29          39
          28          39          38
          29          30          40
          29          40          39
          31          32          42
          31          42          41
          32          33          43
          32          43          42
          33          34          44
          33          44          43
          34          35          45
          34          45          44
          35          36          46
          35          46          45
          36          37          47
          36          47          46
          37          38          48
          37          48          47
          38          39          49
          38          49          48
          39          40          50
          39          50          49
          41          42          52
          41          52          51
          42          43          53
          42          53          52
          43          44          54
          43          54          53
          44          45          55
          44          55          54
          45          46          56
          45          56          55
          46          47          57
          46          57          56
